Condition,Index,0
NormalWalkingbothfootRecordingForth,2593
NormalWalkingleftfootRecordingForthStartPoint,3626
NormalWalkingleftfootRecordingForthMiddlePoint1,4689
NormalWalkingleftfootRecordingForthMiddlePoint2,6172
NormalWalkingleftfootRecordingForthEndPoint,7535
NormalWalkingbothfootRecordingBack,7626
NormalWalkingleftfootRecordingBackEndPoint,8449
NormalWalkingleftfootRecordingBackMiddlePoint2,9794
NormalWalkingleftfootRecordingBackMiddlePoint1,11181
NormalWalkingleftfootRecordingBackStartPoint,12232
SmallSteprightfootRecordingForth,13421
SmallSteprightfootRecordingForthStartPoint,14772
SmallSteprightfootRecordingForthMiddlePoint1,15715
SmallSteprightfootRecordingForthMiddlePoint2,17276
SmallSteprightfootRecordingForthEndPoint,18525
SmallSteprightfootRecordingBack,18664
SmallSteprightfootRecordingBackEndPoint,19487
SmallSteprightfootRecordingBackMiddlePoint2,20742
SmallSteprightfootRecordingBackMiddlePoint1,22243
SmallSteprightfootRecordingBackStartPoint,23426
SmallStepleftfootRecordingForth,24189
SmallStepleftfootRecordingForthStartPoint,25384
SmallStepleftfootRecordingForthMiddlePoint1,26339
SmallStepleftfootRecordingForthMiddlePoint2,27960
SmallStepleftfootRecordingForthEndPoint,29437
SmallStepleftfootRecordingBack,29744
SmallStepleftfootRecordingBackEndPoint,30675
SmallStepleftfootRecordingBackMiddlePoint2,31912
SmallStepleftfootRecordingBackMiddlePoint1,33599
SmallStepleftfootRecordingBackStartPoint,34776
MidairRotationInwardsleftfootRecordingForth,35689
MidairRotationInwardsleftfootRecordingForthStartPoint,36830
MidairRotationInwardsleftfootRecordingForthMiddlePoint1,37767
MidairRotationInwardsleftfootRecordingForthMiddlePoint2,39328
MidairRotationInwardsleftfootRecordingForthEndPoint,40811
MidairRotationInwardsleftfootRecordingBack,41082
MidairRotationInwardsleftfootRecordingBackEndPoint,41857
MidairRotationInwardsleftfootRecordingBackMiddlePoint2,43034
MidairRotationInwardsleftfootRecordingBackMiddlePoint1,44649
MidairRotationInwardsleftfootRecordingBackStartPoint,45844
MidairRotationInwardsrightfootRecordingForth,47015
MidairRotationInwardsrightfootRecordingForthStartPoint,48054
MidairRotationInwardsrightfootRecordingForthMiddlePoint1,48997
MidairRotationInwardsrightfootRecordingForthMiddlePoint2,50378
MidairRotationInwardsrightfootRecordingForthEndPoint,51765
MidairRotationInwardsrightfootRecordingBack,52192
MidairRotationInwardsrightfootRecordingBackEndPoint,52931
MidairRotationInwardsrightfootRecordingBackMiddlePoint2,54264
MidairRotationInwardsrightfootRecordingBackMiddlePoint1,55921
MidairRotationInwardsrightfootRecordingBackStartPoint,57158
BendingBehindleftfootRecordingForth,58203
BendingBehindleftfootRecordingForthStartPoint,59452
BendingBehindleftfootRecordingForthMiddlePoint1,60401
BendingBehindleftfootRecordingForthMiddlePoint2,61920
BendingBehindleftfootRecordingForthEndPoint,63301
BendingBehindleftfootRecordingBack,63404
BendingBehindleftfootRecordingBackEndPoint,64095
BendingBehindleftfootRecordingBackMiddlePoint2,65368
BendingBehindleftfootRecordingBackMiddlePoint1,66893
BendingBehindleftfootRecordingBackStartPoint,67944
BendingBehindrightfootRecordingForth,68929
BendingBehindrightfootRecordingForthStartPoint,70208
BendingBehindrightfootRecordingForthMiddlePoint1,71175
BendingBehindrightfootRecordingForthMiddlePoint2,72700
BendingBehindrightfootRecordingForthEndPoint,74051
BendingBehindrightfootRecordingBack,74478
BendingBehindrightfootRecordingBackEndPoint,75217
BendingBehindrightfootRecordingBackMiddlePoint2,76520
BendingBehindrightfootRecordingBackMiddlePoint1,78051
BendingBehindrightfootRecordingBackStartPoint,79096
TapInwardrightfootRecordingForth,81528
TapInwardrightfootRecordingForthStartPoint,82639
TapInwardrightfootRecordingForthMiddlePoint1,83612
TapInwardrightfootRecordingForthMiddlePoint2,85191
TapInwardrightfootRecordingForthEndPoint,86584
TapInwardrightfootRecordingBack,86699
TapInwardrightfootRecordingBackEndPoint,87444
TapInwardrightfootRecordingBackMiddlePoint2,88669
TapInwardrightfootRecordingBackMiddlePoint1,90254
TapInwardrightfootRecordingBackStartPoint,91287
TapInwardleftfootRecordingForth,92782
TapInwardleftfootRecordingForthStartPoint,93815
TapInwardleftfootRecordingForthMiddlePoint1,94770
TapInwardleftfootRecordingForthMiddlePoint2,96349
TapInwardleftfootRecordingForthEndPoint,97544
TapInwardleftfootRecordingBack,97797
TapInwardleftfootRecordingBackEndPoint,98536
TapInwardleftfootRecordingBackMiddlePoint2,99845
TapInwardleftfootRecordingBackMiddlePoint1,101412
TapInwardleftfootRecordingBackStartPoint,102445
BigStepleftfootRecordingForth,103527
BigStepleftfootRecordingForthStartPoint,104614
BigStepleftfootRecordingForthMiddlePoint1,105593
BigStepleftfootRecordingForthMiddlePoint2,107004
BigStepleftfootRecordingForthEndPoint,108289
BigStepleftfootRecordingBack,108440
BigStepleftfootRecordingBackEndPoint,109155
BigStepleftfootRecordingBackMiddlePoint2,110416
BigStepleftfootRecordingBackMiddlePoint1,111821
BigStepleftfootRecordingBackStartPoint,112788
BigSteprightfootRecordingForth,113635
BigSteprightfootRecordingForthStartPoint,114806
BigSteprightfootRecordingForthMiddlePoint1,115737
BigSteprightfootRecordingForthMiddlePoint2,117124
BigSteprightfootRecordingForthEndPoint,118169
BigSteprightfootRecordingBack,118314
BigSteprightfootRecordingBackEndPoint,119017
BigSteprightfootRecordingBackMiddlePoint2,120242
BigSteprightfootRecordingBackMiddlePoint1,121581
BigSteprightfootRecordingBackStartPoint,122488
DraggingBehindleftfootRecordingForth,123395
DraggingBehindleftfootRecordingForthStartPoint,124482
DraggingBehindleftfootRecordingForthMiddlePoint1,125389
DraggingBehindleftfootRecordingForthMiddlePoint2,126812
DraggingBehindleftfootRecordingForthEndPoint,128073
DraggingBehindleftfootRecordingBack,128362
DraggingBehindleftfootRecordingBackEndPoint,129071
DraggingBehindleftfootRecordingBackMiddlePoint2,130194
DraggingBehindleftfootRecordingBackMiddlePoint1,131527
DraggingBehindleftfootRecordingBackStartPoint,132512
DraggingBehindrightfootRecordingForth,133509
DraggingBehindrightfootRecordingForthStartPoint,134554
DraggingBehindrightfootRecordingForthMiddlePoint1,135449
DraggingBehindrightfootRecordingForthMiddlePoint2,136692
DraggingBehindrightfootRecordingForthEndPoint,137935
DraggingBehindrightfootRecordingBack,138200
DraggingBehindrightfootRecordingBackEndPoint,138939
DraggingBehindrightfootRecordingBackMiddlePoint2,140134
DraggingBehindrightfootRecordingBackMiddlePoint1,141527
DraggingBehindrightfootRecordingBackStartPoint,142464
KickOutwardrightfootRecordingForth,143725
KickOutwardrightfootRecordingForthStartPoint,144938
KickOutwardrightfootRecordingForthMiddlePoint1,145791
KickOutwardrightfootRecordingForthMiddlePoint2,146998
KickOutwardrightfootRecordingForthEndPoint,148283
KickOutwardrightfootRecordingBack,148512
KickOutwardrightfootRecordingBackEndPoint,149191
KickOutwardrightfootRecordingBackMiddlePoint2,150374
KickOutwardrightfootRecordingBackMiddlePoint1,151851
KickOutwardrightfootRecordingBackStartPoint,152860
KickOutwardleftfootRecordingForth,153857
KickOutwardleftfootRecordingForthStartPoint,154872
KickOutwardleftfootRecordingForthMiddlePoint1,155785
KickOutwardleftfootRecordingForthMiddlePoint2,157280
KickOutwardleftfootRecordingForthEndPoint,158685
KickOutwardleftfootRecordingBack,158818
KickOutwardleftfootRecordingBackEndPoint,159533
KickOutwardleftfootRecordingBackMiddlePoint2,160734
KickOutwardleftfootRecordingBackMiddlePoint1,162205
KickOutwardleftfootRecordingBackStartPoint,163274
MidairRotationOutwardsrightfootRecordingForth,164427
MidairRotationOutwardsrightfootRecordingForthStartPoint,165784
MidairRotationOutwardsrightfootRecordingForthMiddlePoint1,166679
MidairRotationOutwardsrightfootRecordingForthMiddlePoint2,168072
MidairRotationOutwardsrightfootRecordingForthEndPoint,169291
MidairRotationOutwardsrightfootRecordingBack,169478
MidairRotationOutwardsrightfootRecordingBackEndPoint,170049
MidairRotationOutwardsrightfootRecordingBackMiddlePoint2,171238
MidairRotationOutwardsrightfootRecordingBackMiddlePoint1,172643
MidairRotationOutwardsrightfootRecordingBackStartPoint,173640
MidairRotationOutwardsleftfootRecordingForth,174523
MidairRotationOutwardsleftfootRecordingForthStartPoint,175460
MidairRotationOutwardsleftfootRecordingForthMiddlePoint1,176319
MidairRotationOutwardsleftfootRecordingForthMiddlePoint2,177748
MidairRotationOutwardsleftfootRecordingForthEndPoint,179045
MidairRotationOutwardsleftfootRecordingBack,179172
MidairRotationOutwardsleftfootRecordingBackEndPoint,179767
MidairRotationOutwardsleftfootRecordingBackMiddlePoint2,180968
MidairRotationOutwardsleftfootRecordingBackMiddlePoint1,182457
MidairRotationOutwardsleftfootRecordingBackStartPoint,183442
TapOuwardleftfootRecordingForth,184427
TapOuwardleftfootRecordingForthStartPoint,185616
TapOuwardleftfootRecordingForthMiddlePoint1,186511
TapOuwardleftfootRecordingForthMiddlePoint2,187928
TapOuwardleftfootRecordingForthEndPoint,189219
TapOuwardleftfootRecordingBack,189358
TapOuwardleftfootRecordingBackEndPoint,190043
TapOuwardleftfootRecordingBackMiddlePoint2,191148
TapOuwardleftfootRecordingBackMiddlePoint1,192403
TapOuwardleftfootRecordingBackStartPoint,193268
TapOuwardrightfootRecordingForth,194211
TapOuwardrightfootRecordingForthStartPoint,195142
TapOuwardrightfootRecordingForthMiddlePoint1,196061
TapOuwardrightfootRecordingForthMiddlePoint2,197430
TapOuwardrightfootRecordingForthEndPoint,198685
TapOuwardrightfootRecordingBack,198860
TapOuwardrightfootRecordingBackEndPoint,199575
TapOuwardrightfootRecordingBackMiddlePoint2,200740
TapOuwardrightfootRecordingBackMiddlePoint1,202109
TapOuwardrightfootRecordingBackStartPoint,203016
ClickleftfootRecordingForth,204067
ClickleftfootRecordingForthStartPoint,204950
ClickleftfootRecordingForthMiddlePoint1,205905
ClickleftfootRecordingForthMiddlePoint2,207472
ClickleftfootRecordingForthEndPoint,208823
ClickleftfootRecordingBack,209046
ClickleftfootRecordingBackEndPoint,209695
ClickleftfootRecordingBackMiddlePoint2,210890
ClickleftfootRecordingBackMiddlePoint1,212403
ClickleftfootRecordingBackStartPoint,213454
ClickrightfootRecordingForth,214487
ClickrightfootRecordingForthStartPoint,215412
ClickrightfootRecordingForthMiddlePoint1,216313
ClickrightfootRecordingForthMiddlePoint2,217754
ClickrightfootRecordingForthEndPoint,219081
ClickrightfootRecordingBack,219328
ClickrightfootRecordingBackEndPoint,219869
ClickrightfootRecordingBackMiddlePoint2,221064
ClickrightfootRecordingBackMiddlePoint1,222553
ClickrightfootRecordingBackStartPoint,223586
LiftInFrontrightfootRecordingForth,224685
LiftInFrontrightfootRecordingForthStartPoint,225832
LiftInFrontrightfootRecordingForthMiddlePoint1,226631
LiftInFrontrightfootRecordingForthMiddlePoint2,227982
LiftInFrontrightfootRecordingForthEndPoint,229243
LiftInFrontrightfootRecordingBack,229376
LiftInFrontrightfootRecordingBackEndPoint,230067
LiftInFrontrightfootRecordingBackMiddlePoint2,231184
LiftInFrontrightfootRecordingBackMiddlePoint1,232577
LiftInFrontrightfootRecordingBackStartPoint,233550
LiftInFrontleftfootRecordingForth,234493
LiftInFrontleftfootRecordingForthStartPoint,235442
LiftInFrontleftfootRecordingForthMiddlePoint1,236307
LiftInFrontleftfootRecordingForthMiddlePoint2,237688
LiftInFrontleftfootRecordingBack,238613
LiftInFrontleftfootRecordingBackEndPoint,239064
LiftInFrontleftfootRecordingBackMiddlePoint2,240217
LiftInFrontleftfootRecordingBackMiddlePoint1,241304
LiftInFrontleftfootRecordingBackStartPoint,242283
TapWithFootRotatedOutwardsrightfootRecordingForth,255490
TapWithFootRotatedOutwardsrightfootRecordingForthStartPoint,256625
TapWithFootRotatedOutwardsrightfootRecordingForthMiddlePoint1,257460
TapWithFootRotatedOutwardsrightfootRecordingForthMiddlePoint2,258805
TapWithFootRotatedOutwardsrightfootRecordingForthEndPoint,259874
TapWithFootRotatedOutwardsrightfootRecordingBack,260445
TapWithFootRotatedOutwardsrightfootRecordingBackEndPoint,261028
TapWithFootRotatedOutwardsrightfootRecordingBackMiddlePoint2,262157
TapWithFootRotatedOutwardsrightfootRecordingBackMiddlePoint1,263544
TapWithFootRotatedOutwardsrightfootRecordingBackStartPoint,264529
TapWithFootRotatedOutwardsleftfootRecordingForth,265544
TapWithFootRotatedOutwardsleftfootRecordingForthStartPoint,266661
TapWithFootRotatedOutwardsleftfootRecordingForthMiddlePoint1,267514
TapWithFootRotatedOutwardsleftfootRecordingForthMiddlePoint2,268889
TapWithFootRotatedOutwardsleftfootRecordingForthEndPoint,270120
TapWithFootRotatedOutwardsleftfootRecordingBack,270403
TapWithFootRotatedOutwardsleftfootRecordingBackEndPoint,271196
TapWithFootRotatedOutwardsleftfootRecordingBackMiddlePoint2,272361
TapWithFootRotatedOutwardsleftfootRecordingBackMiddlePoint1,273814
TapWithFootRotatedOutwardsleftfootRecordingBackStartPoint,274799
KickInwardleftfootRecordingForth,275868
KickInwardleftfootRecordingForthStartPoint,276739
KickInwardleftfootRecordingForthMiddlePoint1,277598
KickInwardleftfootRecordingForthMiddlePoint2,278781
KickInwardleftfootRecordingForthEndPoint,279946
KickInwardleftfootRecordingBack,280301
KickInwardleftfootRecordingBackEndPoint,280986
KickInwardleftfootRecordingBackMiddlePoint2,282091
KickInwardleftfootRecordingBackMiddlePoint1,283490
KickInwardleftfootRecordingBackStartPoint,284517
KickInwardrightfootRecordingForth,285592
KickInwardrightfootRecordingForthStartPoint,286757
KickInwardrightfootRecordingForthMiddlePoint1,287586
KickInwardrightfootRecordingForthMiddlePoint2,288865
KickInwardrightfootRecordingBack,290168
KickInwardrightfootRecordingBackEndPoint,290853
KickInwardrightfootRecordingBackMiddlePoint2,292000
KickInwardrightfootRecordingBackMiddlePoint1,293561
KickInwardrightfootRecordingBackStartPoint,294534
ToeTapInFrontleftfootRecordingForth,295549
ToeTapInFrontleftfootRecordingForthStartPoint,296384
ToeTapInFrontleftfootRecordingForthMiddlePoint1,297219
ToeTapInFrontleftfootRecordingForthMiddlePoint2,298450
ToeTapInFrontleftfootRecordingForthEndPoint,299453
ToeTapInFrontleftfootRecordingBack,299814
ToeTapInFrontleftfootRecordingBackEndPoint,300457
ToeTapInFrontleftfootRecordingBackMiddlePoint2,301586
ToeTapInFrontleftfootRecordingBackMiddlePoint1,302997
ToeTapInFrontleftfootRecordingBackStartPoint,303940
ToeTapInFrontrightfootRecordingForth,305136
ToeTapInFrontrightfootRecordingForthStartPoint,305953
ToeTapInFrontrightfootRecordingForthMiddlePoint1,306872
ToeTapInFrontrightfootRecordingForthMiddlePoint2,308271
ToeTapInFrontrightfootRecordingForthEndPoint,309538
ToeTapInFrontrightfootRecordingBack,309683
ToeTapInFrontrightfootRecordingBackEndPoint,310440
ToeTapInFrontrightfootRecordingBackMiddlePoint2,311545
ToeTapInFrontrightfootRecordingBackMiddlePoint1,312986
ToeTapInFrontrightfootRecordingBackStartPoint,313947
TapWithFootRotatedInwardsrightfootRecordingForth,314854
TapWithFootRotatedInwardsrightfootRecordingForthStartPoint,315737
TapWithFootRotatedInwardsrightfootRecordingForthMiddlePoint1,316662
TapWithFootRotatedInwardsrightfootRecordingForthMiddlePoint2,318079
TapWithFootRotatedInwardsrightfootRecordingForthEndPoint,319328
TapWithFootRotatedInwardsrightfootRecordingBack,319467
TapWithFootRotatedInwardsrightfootRecordingBackEndPoint,320068
TapWithFootRotatedInwardsrightfootRecordingBackMiddlePoint2,321143
TapWithFootRotatedInwardsrightfootRecordingBackMiddlePoint1,322572
TapWithFootRotatedInwardsrightfootRecordingBackStartPoint,323551
TapWithFootRotatedInwardsleftfootRecordingForth,324416
TapWithFootRotatedInwardsleftfootRecordingForthStartPoint,325455
TapWithFootRotatedInwardsleftfootRecordingForthMiddlePoint1,326302
TapWithFootRotatedInwardsleftfootRecordingForthMiddlePoint2,327653
TapWithFootRotatedInwardsleftfootRecordingForthEndPoint,328920
TapWithFootRotatedInwardsleftfootRecordingBack,329209
TapWithFootRotatedInwardsleftfootRecordingBackEndPoint,329930
TapWithFootRotatedInwardsleftfootRecordingBackMiddlePoint2,331083
TapWithFootRotatedInwardsleftfootRecordingBackMiddlePoint1,332434
TapWithFootRotatedInwardsleftfootRecordingBackStartPoint,333365
KickForwardrightfootRecordingForth,341365
KickForwardrightfootRecordingForthStartPoint,342224
KickForwardrightfootRecordingForthMiddlePoint2,344530
KickForwardrightfootRecordingForthEndPoint,345845
KickForwardrightfootRecordingBack,347046
KickForwardrightfootRecordingForthMiddlePoint1,343101
KickForwardrightfootRecordingBackEndPoint,347863
KickForwardrightfootRecordingBackMiddlePoint2,348962
KickForwardrightfootRecordingBackMiddlePoint1,350367
KickForwardrightfootRecordingBackStartPoint,351370
KickForwardleftfootRecordingForth,352445
KickForwardleftfootRecordingForthStartPoint,353280
KickForwardleftfootRecordingForthMiddlePoint1,354181
KickForwardleftfootRecordingForthMiddlePoint2,355694
KickForwardleftfootRecordingBack,357009
KickForwardleftfootRecordingBackEndPoint,357736
KickForwardleftfootRecordingBackMiddlePoint2,358895
KickForwardleftfootRecordingBackMiddlePoint1,360270
KickForwardleftfootRecordingBackStartPoint,361267
ToeTapBehindleftfootRecordingForth,362252
ToeTapBehindleftfootRecordingForthStartPoint,363135
ToeTapBehindleftfootRecordingForthMiddlePoint1,363934
ToeTapBehindleftfootRecordingForthMiddlePoint2,365273
ToeTapBehindleftfootRecordingForthEndPoint,366516
ToeTapBehindleftfootRecordingBack,366835
ToeTapBehindleftfootRecordingBackEndPoint,367328
ToeTapBehindleftfootRecordingBackMiddlePoint2,368373
ToeTapBehindleftfootRecordingBackMiddlePoint1,369712
ToeTapBehindleftfootRecordingBackStartPoint,370685
ToeTapBehindrightfootRecordingForth,371544
ToeTapBehindrightfootRecordingForthStartPoint,372187
ToeTapBehindrightfootRecordingForthMiddlePoint1,373112
ToeTapBehindrightfootRecordingForthMiddlePoint2,374457
ToeTapBehindrightfootRecordingForthEndPoint,375670
ToeTapBehindrightfootRecordingBack,375989
ToeTapBehindrightfootRecordingBackEndPoint,376632
ToeTapBehindrightfootRecordingBackMiddlePoint2,377767
ToeTapBehindrightfootRecordingBackMiddlePoint1,379184
ToeTapBehindrightfootRecordingBackStartPoint,380163
DelayrightfootRecordingForth,381172
DelayrightfootRecordingForthStartPoint,382067
DelayrightfootRecordingForthMiddlePoint1,382944
DelayrightfootRecordingForthMiddlePoint2,384361
DelayrightfootRecordingForthEndPoint,385652
DelayrightfootRecordingBack,385935
DelayrightfootRecordingBackEndPoint,386488
DelayrightfootRecordingBackMiddlePoint2,387605
DelayrightfootRecordingBackMiddlePoint1,389052
DelayrightfootRecordingBackStartPoint,390073
DelayleftfootRecordingForth,391184
DelayleftfootRecordingForthStartPoint,391971
DelayleftfootRecordingForthMiddlePoint1,392842
DelayleftfootRecordingForthMiddlePoint2,394313
DelayleftfootRecordingForthEndPoint,395676
DelayleftfootRecordingBack,395743
DelayleftfootRecordingBackEndPoint,396350
DelayleftfootRecordingBackMiddlePoint2,397545
DelayleftfootRecordingBackMiddlePoint1,399022
DelayleftfootRecordingBackStartPoint,400019
DraggingInFrontrightfootRecordingForth,400956
DraggingInFrontrightfootRecordingForthStartPoint,401833
DraggingInFrontrightfootRecordingForthMiddlePoint1,402704
DraggingInFrontrightfootRecordingForthMiddlePoint2,404127
DraggingInFrontrightfootRecordingForthEndPoint,405382
DraggingInFrontrightfootRecordingBack,405575
DraggingInFrontrightfootRecordingBackEndPoint,406098
DraggingInFrontrightfootRecordingBackMiddlePoint2,407245
DraggingInFrontrightfootRecordingBackMiddlePoint1,408668
DraggingInFrontrightfootRecordingBackStartPoint,409599
DraggingInFrontleftfootRecordingForth,410572
DraggingInFrontleftfootRecordingForthStartPoint,411227
DraggingInFrontleftfootRecordingForthMiddlePoint1,412110
DraggingInFrontleftfootRecordingForthMiddlePoint2,413491
DraggingInFrontleftfootRecordingForthEndPoint,414710
DraggingInFrontleftfootRecordingBack,415029
DraggingInFrontleftfootRecordingBackEndPoint,415594
DraggingInFrontleftfootRecordingBackMiddlePoint2,416681
DraggingInFrontleftfootRecordingBackMiddlePoint1,418044
DraggingInFrontleftfootRecordingBackStartPoint,418975
TapInFrontOfTheOtherFootleftfootRecordingForth,420008
TapInFrontOfTheOtherFootleftfootRecordingForthStartPoint,421011
TapInFrontOfTheOtherFootleftfootRecordingForthMiddlePoint1,421888
TapInFrontOfTheOtherFootleftfootRecordingForthMiddlePoint2,423239
TapInFrontOfTheOtherFootleftfootRecordingForthEndPoint,424470
TapInFrontOfTheOtherFootleftfootRecordingBack,425143
TapInFrontOfTheOtherFootleftfootRecordingBackEndPoint,425798
TapInFrontOfTheOtherFootleftfootRecordingBackMiddlePoint2,426861
TapInFrontOfTheOtherFootleftfootRecordingBackMiddlePoint1,428218
TapInFrontOfTheOtherFootleftfootRecordingBackStartPoint,429155
TapWithHeelrightfootRecordingForth,430194
TapWithHeelrightfootRecordingForthStartPoint,431083
TapWithHeelrightfootRecordingForthMiddlePoint1,431942
TapWithHeelrightfootRecordingForthMiddlePoint2,433317
TapWithHeelrightfootRecordingForthEndPoint,434554
TapWithHeelrightfootRecordingBack,434687
TapWithHeelrightfootRecordingBackEndPoint,435276
TapWithHeelrightfootRecordingBackMiddlePoint2,436405
TapWithHeelrightfootRecordingBackMiddlePoint1,437798
TapWithHeelrightfootRecordingBackStartPoint,438783
TapWithHeelleftfootRecordingForth,439798
TapWithHeelleftfootRecordingForthStartPoint,440537
TapWithHeelleftfootRecordingForthMiddlePoint1,441414
TapWithHeelleftfootRecordingForthMiddlePoint2,442777
TapWithHeelleftfootRecordingForthEndPoint,443996
TapWithHeelleftfootRecordingBack,444063
TapWithHeelleftfootRecordingBackEndPoint,444886
TapWithHeelleftfootRecordingBackMiddlePoint2,446009
TapWithHeelleftfootRecordingBackMiddlePoint1,447384
TapWithHeelleftfootRecordingBackStartPoint,448315
RushrightfootRecordingForth,449156
RushrightfootRecordingForthStartPoint,450063
RushrightfootRecordingForthMiddlePoint1,450916
RushrightfootRecordingForthMiddlePoint2,452267
RushrightfootRecordingForthEndPoint,453402
RushrightfootRecordingBack,453703
RushrightfootRecordingBackEndPoint,454166
RushrightfootRecordingBackMiddlePoint2,455307
RushrightfootRecordingBackMiddlePoint1,456664
RushrightfootRecordingBackStartPoint,457559
RushleftfootRecordingForth,466894
RushleftfootRecordingForthStartPoint,467795
RushleftfootRecordingForthMiddlePoint1,468666
RushleftfootRecordingForthMiddlePoint2,469891
RushleftfootRecordingForthEndPoint,470924
RushleftfootRecordingBack,470925
RushleftfootRecordingBackEndPoint,471562
RushleftfootRecordingBackMiddlePoint2,472667
RushleftfootRecordingBackMiddlePoint1,473940
RushleftfootRecordingBackStartPoint,474757
